loan_id,segment,region,principal,interest_rate,tenor_months,fico,is_collateral,origination_month,default_flag
L002900,Retail,S,26994.1,0.06,28,684,0,2024-06-01,0
L002901,Retail,MW,12761.72,0.078,10,692,1,2022-12-01,0
L002902,Retail,W,27181.1,0.128,36,665,0,2023-10-01,0
L002903,SME,S,12292.94,0.122,12,595,0,2023-10-01,0
L002904,Corporate,S,18882.36,0.081,54,811,1,2023-10-01,0
L002905,SME,S,22111.1,0.175,38,614,1,2023-06-01,0
L002906,Retail,S,21668.23,0.235,29,630,1,2024-01-01,0
L002907,Retail,W,43160.73,0.225,14,633,0,2024-05-01,1
L002908,Retail,W,18458.43,0.129,36,773,0,2024-02-01,0
L002909,SME,W,12265.88,0.061,50,814,1,2022-06-01,0
L002910,Corporate,MW,17737.5,0.068,54,751,0,2022-06-01,0
L002911,Retail,NE,28498.82,0.195,57,812,0,2023-10-01,0
L002912,SME,MW,16967.74,0.082,40,660,0,2024-09-01,0
L002913,Retail,W,16532.11,0.2,38,729,1,2024-01-01,0
L002914,Retail,S,6730.46,0.061,17,699,0,2022-11-01,0
L002915,SME,MW,22128.33,0.207,55,785,0,2023-04-01,0
L002916,Retail,MW,20139.51,0.102,48,727,0,2023-12-01,0
L002917,Retail,S,31337.54,0.228,54,797,0,2022-08-01,0
L002918,SME,NE,10301.68,0.237,30,816,1,2024-11-01,0
L002919,Retail,S,21009.95,0.117,41,670,1,2024-01-01,0
L002920,Retail,W,58085.53,0.086,52,596,0,2023-06-01,0
L002921,SME,MW,25116.98,0.051,55,797,0,2023-06-01,0
L002922,SME,W,9912.26,0.072,47,753,1,2024-09-01,0
L002923,Retail,MW,53840.17,0.13,27,797,0,2024-06-01,0
L002924,SME,MW,63628.74,0.225,45,613,1,2022-11-01,0
L002925,SME,NE,15383.48,0.193,51,556,0,2024-12-01,0
L002926,Retail,S,59616.6,0.079,12,781,1,2024-01-01,0
L002927,Retail,S,38327.76,0.186,48,704,1,2022-08-01,0
L002928,Retail,NE,13628.35,0.144,20,785,1,2022-01-01,0
L002929,Retail,S,28452.9,0.141,21,734,1,2022-01-01,0
L002930,Retail,MW,33082.05,0.188,43,774,1,2024-11-01,0
L002931,Retail,MW,6592.89,0.227,6,811,0,2024-02-01,0
L002932,Retail,S,27318.77,0.126,42,638,0,2022-03-01,0
L002933,SME,W,36486.56,0.14,43,709,0,2023-07-01,0
L002934,Retail,MW,21764.96,0.197,53,806,0,2022-05-01,0
L002935,Retail,W,15055.91,0.21,40,752,0,2024-01-01,0
L002936,SME,W,18828.08,0.076,44,796,0,2023-11-01,0
L002937,Retail,W,20237.49,0.183,53,681,0,2024-05-01,1
L002938,Retail,W,26835.32,0.137,20,659,0,2022-05-01,0
L002939,Retail,NE,40309.65,0.073,20,610,0,2022-06-01,0
L002940,Retail,S,22952.85,0.238,6,763,0,2024-08-01,0
L002941,Retail,NE,22711.58,0.063,59,772,0,2024-01-01,1
L002942,Retail,S,17075.34,0.22,29,710,0,2024-06-01,0
L002943,SME,S,10768.58,0.108,57,766,0,2023-03-01,0
L002944,Retail,W,15210.18,0.17,50,675,0,2022-01-01,1
L002945,Retail,W,17801.66,0.068,54,716,0,2023-09-01,0
L002946,Retail,W,21242.48,0.15,44,782,1,2024-10-01,0
L002947,Retail,S,25015.93,0.149,9,689,1,2023-08-01,0
L002948,Retail,W,46068.1,0.191,8,750,0,2024-11-01,0
L002949,Retail,S,16722.36,0.193,10,799,0,2024-04-01,0
L002950,Retail,W,6219.3,0.104,56,799,0,2023-08-01,0
L002951,Corporate,NE,9410.18,0.205,50,640,0,2022-09-01,1
L002952,SME,W,20059.08,0.2,42,712,1,2022-08-01,0
L002953,SME,W,43147.94,0.22,33,758,0,2022-02-01,0
L002954,Retail,S,29657.88,0.167,44,645,0,2023-01-01,0
L002955,Retail,NE,20984.23,0.169,27,741,0,2023-11-01,0
L002956,Retail,S,20718.09,0.12,20,635,1,2022-07-01,0
L002957,Retail,S,46944.3,0.083,12,783,0,2022-08-01,0
L002958,SME,S,33806.73,0.181,51,804,1,2024-07-01,0
L002959,Retail,NE,29078.33,0.168,47,598,0,2023-11-01,1
L002960,SME,MW,19037.56,0.116,46,666,1,2024-06-01,0
L002961,Retail,S,16995.53,0.105,15,794,0,2024-03-01,0
L002962,Retail,MW,22716.4,0.099,59,638,0,2024-03-01,0
L002963,Retail,MW,20847.05,0.154,10,557,1,2023-01-01,0
L002964,Retail,NE,18380.53,0.147,46,613,0,2023-02-01,1
L002965,Retail,NE,12991.29,0.1,41,599,1,2022-04-01,0
L002966,SME,MW,11771.61,0.218,25,679,0,2024-03-01,0
L002967,Retail,W,19122.78,0.1,14,787,0,2022-10-01,0
L002968,SME,NE,31884.27,0.111,20,555,1,2024-10-01,0
L002969,Retail,S,14302.67,0.085,43,694,1,2023-10-01,0
L002970,Retail,W,31643.8,0.119,35,780,1,2024-11-01,0
L002971,SME,S,18668.87,0.213,7,795,1,2024-08-01,0
L002972,Retail,NE,18129.52,0.215,42,697,0,2023-09-01,0
L002973,SME,W,16687.59,0.081,44,679,0,2024-02-01,0
L002974,Retail,S,50667.78,0.063,52,624,1,2023-12-01,0
L002975,Retail,NE,15131.96,0.139,37,652,0,2023-08-01,0
L002976,SME,W,18460.09,0.094,39,654,0,2023-05-01,0
L002977,Retail,S,40261.54,0.141,23,624,0,2024-08-01,0
L002978,Retail,W,11838.03,0.134,32,586,0,2022-04-01,0
L002979,Retail,NE,14688.08,0.129,44,710,1,2023-11-01,0
L002980,Retail,NE,20458.96,0.222,46,716,0,2024-12-01,0
L002981,Retail,S,7402.56,0.189,18,606,0,2023-04-01,0
L002982,Retail,S,27711.27,0.179,59,683,1,2022-11-01,0
L002983,SME,MW,15389.82,0.096,45,679,0,2023-03-01,0
L002984,Retail,S,11064.91,0.092,43,764,0,2022-06-01,0
L002985,Retail,W,18981.6,0.144,23,697,0,2024-02-01,0
L002986,Retail,NE,30098.09,0.175,27,785,1,2022-10-01,0
L002987,Retail,MW,6357.33,0.08,23,633,1,2024-07-01,0
L002988,Retail,NE,15939.61,0.136,47,668,0,2022-05-01,0
L002989,Retail,S,53391.97,0.084,25,795,1,2023-07-01,0
L002990,SME,S,18368.42,0.126,51,705,1,2024-12-01,0
L002991,Retail,MW,38094.33,0.213,59,789,0,2023-08-01,1
L002992,Retail,NE,21173.07,0.162,40,743,1,2023-01-01,0
L002993,Retail,S,26201.8,0.069,13,586,1,2024-03-01,0
L002994,Retail,S,14973.06,0.062,45,659,0,2024-04-01,0
L002995,Retail,NE,17024.95,0.193,18,760,0,2023-04-01,0
L002996,Retail,S,19348.27,0.119,17,811,0,2023-09-01,0
L002997,Retail,S,51025.54,0.07,24,698,1,2024-03-01,0
L002998,SME,MW,7197.86,0.171,13,707,1,2023-02-01,0
L002999,Retail,W,10001.39,0.234,28,675,1,2023-04-01,0
L003000,Retail,W,47014.23,0.204,22,807,0,2022-04-01,0
L003001,Retail,W,33784.15,0.192,30,809,0,2024-04-01,0
L003002,SME,W,21470.78,0.234,29,663,0,2024-02-01,1
L003003,Retail,MW,34521.17,0.074,45,655,1,2022-08-01,0
L003004,Retail,NE,7778.59,0.145,58,646,1,2023-12-01,0
L003005,Retail,S,27141.41,0.133,38,709,0,2022-02-01,0
L003006,Retail,S,15722.28,0.127,46,587,1,2022-01-01,0
L003007,Retail,W,36549.92,0.178,8,801,0,2024-03-01,0
L003008,SME,MW,14790.97,0.205,34,625,1,2023-07-01,0
L003009,Retail,W,20684.87,0.24,43,551,1,2023-06-01,0
L003010,Retail,S,19808.9,0.111,42,638,0,2023-09-01,0
L003011,Retail,S,17723.54,0.082,39,575,0,2023-06-01,0
L003012,Retail,NE,22983.21,0.051,44,569,0,2023-03-01,0
L003013,Retail,MW,27659.54,0.214,17,553,1,2024-07-01,0
L003014,SME,NE,30803.11,0.144,48,708,1,2024-02-01,0
L003015,Retail,S,22418.91,0.088,37,559,1,2022-07-01,0
L003016,Retail,NE,18091.26,0.164,50,687,0,2023-06-01,0
L003017,SME,S,20466.12,0.094,44,606,0,2024-08-01,0
L003018,Corporate,MW,28277.11,0.163,6,593,0,2024-07-01,0
L003019,Retail,W,33159.56,0.184,15,789,1,2022-07-01,0
L003020,SME,MW,30304.19,0.125,11,598,1,2024-10-01,0
L003021,Corporate,S,13957.29,0.052,55,682,1,2024-12-01,0
L003022,Retail,W,29558.66,0.209,29,569,0,2024-11-01,0
L003023,Retail,MW,25197.72,0.101,54,819,1,2024-10-01,0
L003024,SME,MW,16860.37,0.076,57,745,0,2024-03-01,0
L003025,Retail,NE,21866.5,0.205,48,687,0,2022-11-01,0
L003026,Retail,W,30287.39,0.212,46,605,1,2023-11-01,0
L003027,Retail,NE,18679.76,0.117,59,702,1,2023-08-01,0
L003028,Retail,NE,30401.25,0.156,7,574,0,2024-07-01,0
L003029,Retail,MW,34404.98,0.171,59,818,0,2024-07-01,0
L003030,SME,W,15880.73,0.101,26,800,0,2023-04-01,0
L003031,Retail,S,12489.41,0.146,59,675,0,2024-03-01,0
L003032,Retail,MW,20934.41,0.125,45,733,0,2023-08-01,0
L003033,Retail,MW,20029.35,0.07,21,721,0,2024-09-01,0
L003034,SME,NE,18039.12,0.153,21,724,0,2022-11-01,0
L003035,Retail,S,29922.66,0.121,53,666,1,2023-11-01,0
L003036,SME,NE,34631.19,0.081,42,589,0,2022-07-01,0
L003037,Retail,MW,16358.81,0.118,15,594,1,2023-08-01,0
L003038,SME,W,31580.41,0.214,15,611,1,2022-07-01,0
L003039,Retail,MW,11870.87,0.116,48,551,0,2022-02-01,0
L003040,Retail,MW,27920.31,0.15,57,770,1,2024-10-01,0
L003041,Retail,S,16664.07,0.088,13,605,0,2022-05-01,0
L003042,SME,NE,25261.1,0.147,11,652,1,2023-10-01,0
L003043,Retail,NE,31755.91,0.154,47,589,0,2022-03-01,0
L003044,Retail,W,27787.02,0.054,20,611,1,2023-11-01,0
L003045,SME,MW,18810.76,0.118,15,556,0,2022-08-01,0
L003046,SME,MW,20641.12,0.15,31,633,1,2022-05-01,0
L003047,Retail,NE,14479.1,0.197,13,689,1,2022-09-01,0
L003048,SME,NE,23047.69,0.157,45,765,1,2024-02-01,0
L003049,Retail,W,38555.08,0.15,54,673,0,2023-11-01,0
L003050,SME,MW,16941.82,0.095,17,818,0,2024-01-01,0
L003051,SME,MW,13387.54,0.071,55,783,0,2022-01-01,0
L003052,Retail,S,28814.2,0.195,30,575,0,2023-11-01,0
L003053,SME,W,15910.64,0.229,18,660,0,2022-08-01,0
L003054,Retail,MW,17125.35,0.225,20,703,0,2022-07-01,0
L003055,SME,S,17908.53,0.192,15,763,0,2024-12-01,0
L003056,Retail,NE,5707.09,0.162,16,575,1,2023-01-01,0
L003057,Retail,W,33172.27,0.071,8,806,0,2023-09-01,0
L003058,Retail,S,23257.42,0.111,13,773,0,2022-03-01,0
L003059,Retail,MW,24636.19,0.068,57,773,1,2023-06-01,0
L003060,Retail,W,13695.36,0.209,31,774,0,2023-02-01,0
L003061,Retail,W,33739.51,0.199,15,764,1,2022-03-01,0
L003062,SME,NE,22645.9,0.106,24,716,0,2022-09-01,0
L003063,Retail,S,21623.78,0.157,38,588,1,2023-05-01,0
L003064,Retail,S,17261.39,0.23,48,740,1,2024-04-01,0
L003065,SME,W,31720.47,0.232,38,771,1,2023-07-01,0
L003066,Retail,NE,13887.55,0.156,56,807,0,2022-01-01,0
L003067,SME,S,16272.82,0.179,21,781,1,2024-05-01,0
L003068,SME,S,47958.26,0.22,58,781,1,2024-03-01,0
L003069,Retail,W,29550.35,0.165,32,697,0,2024-12-01,0
L003070,Retail,W,30594.52,0.226,47,622,0,2022-10-01,0
L003071,Retail,NE,27176.22,0.076,15,601,0,2023-09-01,1
L003072,Retail,MW,10643.66,0.152,18,741,0,2022-03-01,0
L003073,Retail,W,42507.53,0.054,39,622,1,2022-12-01,0
L003074,Retail,NE,32912.22,0.226,18,782,1,2022-05-01,0
L003075,Retail,MW,8677.72,0.104,55,580,0,2023-12-01,0
L003076,Retail,MW,19419.43,0.194,17,811,1,2023-05-01,0
L003077,Retail,MW,8026.61,0.162,27,751,0,2024-11-01,0
L003078,Retail,NE,22641.92,0.229,6,699,0,2022-11-01,0
L003079,Retail,NE,19701.19,0.199,33,757,1,2022-05-01,0
L003080,Retail,MW,20352.81,0.139,49,728,0,2024-06-01,0
L003081,SME,S,8703.66,0.082,46,718,0,2024-07-01,1
L003082,Retail,NE,35201.94,0.13,37,613,0,2023-04-01,0
L003083,Retail,NE,5638.59,0.217,16,616,0,2022-07-01,0
L003084,Retail,W,24803.11,0.136,17,616,0,2023-04-01,0
L003085,SME,NE,30149.73,0.137,27,715,0,2024-05-01,0
L003086,Retail,NE,13604.52,0.116,15,593,1,2023-09-01,0
L003087,Retail,W,17780.45,0.203,7,617,0,2024-09-01,0
L003088,Retail,W,12580.32,0.106,54,718,0,2024-05-01,0
L003089,Retail,W,13476.71,0.132,27,657,1,2023-09-01,0
L003090,SME,W,14974.23,0.087,53,642,0,2024-10-01,0
L003091,SME,S,17690.48,0.155,31,752,0,2023-05-01,0
L003092,Retail,NE,14689.54,0.05,35,775,1,2023-09-01,0
L003093,Retail,S,6861.21,0.172,14,664,1,2023-11-01,0
L003094,Retail,S,24302.65,0.077,38,615,0,2023-01-01,0
L003095,SME,NE,11960.05,0.233,12,796,1,2024-11-01,0
L003096,SME,NE,36673.31,0.219,23,639,0,2024-03-01,0
L003097,Retail,S,27397.38,0.218,25,683,0,2024-01-01,0
L003098,SME,NE,18938.58,0.182,47,673,0,2024-09-01,1
L003099,Retail,S,47861.45,0.078,12,607,0,2024-12-01,0
L003100,Retail,MW,32874.76,0.239,36,620,1,2024-02-01,0
L003101,Retail,NE,18990.38,0.23,56,658,0,2023-03-01,0
L003102,Retail,NE,30072.35,0.174,54,653,1,2022-09-01,0
L003103,SME,MW,65100.87,0.058,57,600,1,2024-08-01,0
L003104,Retail,W,38989.6,0.172,33,555,1,2024-03-01,0
L003105,Retail,W,19993.29,0.157,20,719,1,2024-04-01,0
L003106,Retail,S,51292.08,0.162,43,802,1,2024-08-01,0
L003107,Retail,W,27348.58,0.149,20,797,1,2022-09-01,0
L003108,Retail,MW,26137.66,0.222,37,734,0,2023-11-01,0
L003109,Retail,S,20107.95,0.23,23,567,1,2024-11-01,0
L003110,Retail,S,14646.1,0.169,39,582,1,2023-11-01,0
L003111,Retail,NE,14357.63,0.192,14,705,0,2024-04-01,0
L003112,Retail,MW,32699.49,0.063,8,669,0,2024-06-01,0
L003113,Retail,S,17171.86,0.156,32,700,0,2024-07-01,0
L003114,Retail,S,33291.62,0.075,25,690,0,2022-08-01,0
L003115,Retail,MW,18330.75,0.126,44,695,1,2023-12-01,0
L003116,Retail,NE,17345.4,0.204,42,598,0,2023-11-01,0
L003117,SME,W,14801.67,0.058,10,585,1,2022-09-01,0
L003118,Retail,S,29858.27,0.11,9,713,0,2022-09-01,0
L003119,SME,S,29648.21,0.213,28,698,0,2022-10-01,0
L003120,SME,MW,15422.83,0.066,41,716,1,2023-11-01,0
L003121,Retail,S,37157.67,0.131,16,607,0,2022-11-01,0
L003122,Retail,S,19156.49,0.07,25,619,0,2022-10-01,1
L003123,Retail,S,9432.58,0.178,41,584,0,2022-04-01,0
L003124,Retail,W,16823.84,0.102,41,769,0,2024-02-01,0
L003125,Retail,S,35662.05,0.234,57,689,0,2023-01-01,0
L003126,Retail,S,15461.4,0.171,12,735,0,2023-02-01,0
L003127,SME,MW,33994.17,0.21,7,777,1,2023-12-01,0
L003128,SME,MW,18036.83,0.164,28,790,1,2024-11-01,0
L003129,Retail,MW,18379.11,0.142,47,604,1,2024-09-01,0
L003130,Retail,MW,12368.99,0.214,10,627,1,2023-10-01,0
L003131,Retail,MW,13983.99,0.097,19,776,1,2022-01-01,0
L003132,SME,W,21330.86,0.086,26,761,0,2022-11-01,0
L003133,Retail,MW,31182.83,0.197,38,604,0,2023-12-01,0
L003134,Retail,S,15415.01,0.066,35,574,0,2023-01-01,0
L003135,SME,S,25411.29,0.084,45,791,1,2024-06-01,0
L003136,Retail,S,38090.87,0.076,44,792,0,2024-09-01,0
L003137,Retail,S,9938.88,0.2,53,690,0,2023-07-01,0
L003138,SME,MW,28994.44,0.191,22,639,0,2024-07-01,1
L003139,Retail,S,12549.05,0.108,52,687,0,2024-12-01,0
L003140,Retail,W,33490.4,0.054,42,674,1,2023-04-01,0
L003141,Retail,S,14497.11,0.169,8,727,1,2023-05-01,0
L003142,Retail,S,14747.27,0.14,26,741,1,2022-04-01,0
L003143,Retail,NE,9616.05,0.067,52,616,0,2022-08-01,0
L003144,Retail,NE,36257.46,0.092,18,750,0,2023-06-01,0
L003145,Retail,W,17409.73,0.144,36,604,1,2023-04-01,0
L003146,Retail,MW,19241.59,0.103,37,772,0,2024-06-01,0
L003147,Retail,W,21236.33,0.218,52,592,0,2024-05-01,0
L003148,SME,S,18349.06,0.166,52,601,1,2024-06-01,0
L003149,SME,MW,23508.68,0.085,10,603,0,2024-10-01,0
L003150,Retail,MW,37022.64,0.093,53,797,0,2022-11-01,0
L003151,Retail,MW,23934.51,0.238,39,629,0,2023-01-01,1
L003152,SME,NE,11908.25,0.095,50,808,0,2024-05-01,0
L003153,Retail,S,51723.05,0.213,7,641,0,2023-10-01,0
L003154,SME,MW,12256.61,0.154,22,784,0,2024-03-01,0
L003155,Retail,W,17436.61,0.168,6,745,1,2023-09-01,0
L003156,SME,W,55570.92,0.149,34,586,0,2023-09-01,0
L003157,Retail,W,12860.6,0.068,32,778,0,2024-03-01,0
L003158,SME,NE,71443.78,0.056,56,808,1,2023-10-01,0
L003159,Retail,S,16012.63,0.074,46,729,0,2023-10-01,0
L003160,SME,S,47529.61,0.151,23,682,0,2024-01-01,0
L003161,Retail,W,20914.65,0.08,6,555,0,2023-04-01,0
L003162,Retail,NE,25524.09,0.207,58,709,0,2022-11-01,0
L003163,Retail,MW,16341.5,0.136,13,804,1,2022-12-01,0
L003164,Retail,W,31422.47,0.181,39,647,1,2023-07-01,0
L003165,Retail,W,11958.11,0.088,33,791,0,2022-11-01,0
L003166,Retail,S,14905.27,0.067,39,723,0,2022-05-01,0
L003167,Retail,W,40342.03,0.204,53,739,0,2023-08-01,0
L003168,SME,NE,13778.82,0.071,12,571,1,2023-12-01,0
L003169,Retail,MW,19035.67,0.225,12,728,0,2024-10-01,0
L003170,Retail,S,26511.36,0.189,25,715,0,2022-08-01,0
L003171,Retail,NE,15890.96,0.098,18,677,0,2022-12-01,0
L003172,SME,W,26108.63,0.079,42,582,0,2022-12-01,0
L003173,SME,MW,21566.25,0.137,53,784,1,2023-01-01,0
L003174,Retail,NE,25216.89,0.065,36,757,1,2023-07-01,0
L003175,Retail,NE,16763.31,0.15,48,729,1,2024-02-01,0
L003176,Retail,MW,11684.73,0.217,57,783,0,2022-08-01,0
L003177,Retail,S,32684.66,0.158,53,643,0,2024-01-01,0
L003178,Corporate,MW,23414.73,0.093,46,765,1,2023-12-01,0
L003179,SME,NE,52644.4,0.126,56,659,0,2024-06-01,0
L003180,SME,W,15057.41,0.124,58,587,1,2024-09-01,0
L003181,Retail,NE,38721.65,0.085,23,758,0,2024-05-01,0
L003182,Corporate,NE,73420.21,0.201,29,812,0,2024-04-01,0
L003183,Corporate,W,11745.23,0.144,30,671,0,2024-02-01,0
L003184,Retail,S,62715.98,0.21,55,574,0,2022-04-01,0
L003185,Retail,W,13506.91,0.156,56,550,0,2023-11-01,0
L003186,Corporate,S,80740.14,0.191,42,682,1,2024-11-01,0
L003187,SME,W,17760.57,0.09,50,631,0,2023-04-01,0
L003188,Retail,S,42871.31,0.061,27,808,0,2023-12-01,0
L003189,Retail,S,16820.14,0.078,15,571,1,2024-10-01,0
L003190,Retail,NE,20799.18,0.153,51,756,0,2022-10-01,0
L003191,SME,MW,38830.97,0.235,8,636,0,2022-10-01,1
L003192,Retail,NE,48677.62,0.064,54,654,0,2023-01-01,0
L003193,Retail,S,28309.45,0.135,21,650,1,2024-10-01,0
L003194,Retail,W,59292.34,0.17,40,729,0,2022-02-01,0
L003195,SME,NE,35152.65,0.128,30,663,0,2022-08-01,0
L003196,Retail,NE,13707.41,0.124,53,576,0,2024-07-01,0
L003197,SME,W,15769.78,0.056,57,728,0,2022-01-01,0
L003198,SME,MW,22664.12,0.072,42,579,0,2023-11-01,0
L003199,SME,NE,13694.85,0.172,6,596,0,2023-02-01,0
L003200,Retail,MW,33354.17,0.124,26,663,0,2024-03-01,0
L003201,Retail,NE,28175.66,0.219,9,588,0,2024-11-01,0
L003202,SME,S,20674.81,0.06,45,751,0,2024-01-01,0
L003203,Retail,S,53445.43,0.186,46,711,0,2022-03-01,0
L003204,SME,W,29531.1,0.196,53,672,0,2022-08-01,0
L003205,SME,MW,35415.52,0.083,18,718,0,2024-05-01,0
L003206,SME,NE,13836.05,0.106,43,611,1,2022-10-01,0
L003207,Retail,MW,25128.18,0.232,9,770,0,2023-02-01,0
L003208,Retail,NE,18532.99,0.214,48,572,1,2022-04-01,0
L003209,Corporate,MW,18199.52,0.182,51,611,1,2023-06-01,0
L003210,Retail,MW,31597.72,0.12,23,803,1,2022-07-01,0
L003211,Retail,W,5887.13,0.14,30,764,1,2024-10-01,0
L003212,Retail,W,21796.45,0.103,46,675,1,2022-05-01,0
L003213,Retail,NE,23834.55,0.208,56,746,0,2024-08-01,0
L003214,Retail,MW,27287.47,0.098,38,573,1,2023-06-01,0
L003215,SME,MW,18921.53,0.077,16,675,1,2023-06-01,0
L003216,Retail,W,27274.02,0.075,26,720,0,2023-05-01,0
L003217,Corporate,W,27499.56,0.081,12,588,1,2023-10-01,1
L003218,Corporate,S,11130.13,0.21,50,745,1,2023-09-01,0
L003219,SME,W,29842.11,0.102,26,595,0,2023-04-01,0
L003220,SME,MW,23142.75,0.129,7,714,1,2022-07-01,0
L003221,SME,MW,25023.56,0.21,26,560,0,2023-01-01,0
L003222,Retail,NE,10651.41,0.22,46,662,1,2024-02-01,0
L003223,Retail,NE,16603.4,0.211,37,556,1,2022-05-01,0
L003224,Retail,MW,26819.11,0.073,33,708,0,2024-04-01,0
L003225,Retail,MW,27010.32,0.068,42,744,1,2023-07-01,0
L003226,Retail,NE,29568.87,0.183,17,724,1,2023-09-01,0
L003227,SME,NE,20610.31,0.194,40,678,0,2023-10-01,0
L003228,SME,NE,20748.29,0.221,55,776,0,2024-01-01,0
L003229,Retail,S,14257.45,0.061,30,719,0,2022-07-01,0
L003230,Retail,S,12108.21,0.177,46,770,0,2022-12-01,0
L003231,Retail,MW,29554.81,0.113,48,688,0,2022-08-01,0
L003232,Retail,NE,28009.31,0.18,7,666,1,2023-01-01,0
L003233,Retail,S,10905.94,0.162,9,766,0,2023-12-01,0
L003234,Retail,W,12770.61,0.227,51,646,1,2024-05-01,0
L003235,SME,NE,60699.86,0.15,54,586,1,2024-02-01,0
L003236,SME,MW,17982.27,0.15,34,714,0,2023-12-01,0
L003237,Retail,S,70734.22,0.19,40,696,1,2022-11-01,0
L003238,Retail,NE,43606.22,0.113,39,788,0,2022-10-01,0
L003239,Retail,W,29727.08,0.206,23,584,1,2022-04-01,0
L003240,Retail,W,27697.35,0.237,7,714,0,2022-03-01,0
L003241,Retail,W,15856.07,0.231,45,564,1,2023-06-01,0
L003242,Retail,MW,23486.43,0.163,34,687,1,2024-04-01,0
L003243,SME,MW,14820.83,0.087,31,746,1,2022-06-01,0
L003244,Retail,NE,34950.59,0.218,46,646,1,2023-10-01,0
L003245,SME,W,5915.32,0.183,14,614,0,2024-08-01,0
L003246,SME,NE,33599.54,0.189,40,748,0,2022-02-01,0
L003247,Retail,S,28417.98,0.184,17,789,0,2023-11-01,0
L003248,Retail,NE,11135.69,0.098,44,583,1,2023-09-01,0
L003249,Retail,MW,35332.4,0.128,28,807,0,2022-04-01,0
L003250,Retail,W,25243.73,0.205,32,687,1,2024-06-01,0
L003251,Retail,W,32428.48,0.227,43,759,0,2022-12-01,0
L003252,SME,W,21234.01,0.054,59,555,1,2022-01-01,0
L003253,SME,MW,35723.01,0.06,58,781,1,2022-02-01,0
L003254,Retail,MW,31312.94,0.097,48,687,1,2022-01-01,0
L003255,SME,NE,11339.34,0.077,24,795,1,2022-09-01,0
L003256,Retail,W,23923.27,0.122,16,779,0,2022-04-01,0
L003257,Retail,W,19358.43,0.222,16,573,1,2024-11-01,0
L003258,Retail,W,33646.58,0.104,37,609,0,2023-02-01,0
L003259,Retail,W,10837.79,0.206,30,623,1,2024-02-01,1
L003260,Retail,W,9011.3,0.068,43,684,0,2023-07-01,0
L003261,SME,W,27627.26,0.163,26,748,0,2022-10-01,0
L003262,Retail,W,17908.36,0.122,43,558,0,2023-01-01,0
L003263,Retail,S,26614.68,0.123,55,591,0,2022-01-01,0
L003264,Retail,S,41068.35,0.109,50,610,0,2023-11-01,0
L003265,SME,S,14700.19,0.225,11,739,0,2022-08-01,0
L003266,Retail,NE,21630.46,0.204,59,667,1,2022-01-01,0
L003267,Retail,NE,13287.97,0.109,13,642,0,2022-03-01,0
L003268,Retail,NE,19883.17,0.065,43,708,0,2024-08-01,0
L003269,Corporate,MW,18224.22,0.076,18,749,0,2022-06-01,0
L003270,Retail,MW,19773.64,0.091,27,554,0,2024-09-01,0
L003271,SME,W,53123.5,0.064,50,768,0,2023-09-01,0
L003272,SME,S,30327.27,0.201,41,768,0,2022-09-01,0
L003273,Retail,W,18911.02,0.229,16,637,0,2023-03-01,0
L003274,Retail,MW,21036.36,0.205,48,606,0,2023-07-01,0
L003275,Retail,W,11524.71,0.076,44,642,0,2023-11-01,0
L003276,Retail,S,16048.17,0.133,37,576,1,2024-07-01,1
L003277,Corporate,S,35101.05,0.202,26,652,1,2024-04-01,0
L003278,Retail,W,21089.48,0.218,30,737,0,2023-02-01,0
L003279,Retail,S,27427.43,0.194,29,559,0,2022-10-01,1
L003280,Retail,W,13016.74,0.179,25,792,0,2024-10-01,0
L003281,SME,W,20331.59,0.109,41,815,0,2024-08-01,0
L003282,Retail,W,47621.31,0.17,43,767,0,2023-10-01,0
L003283,Retail,W,11083.64,0.16,34,583,1,2023-11-01,0
L003284,SME,MW,26052.45,0.149,30,714,1,2024-09-01,0
L003285,Retail,MW,26108.58,0.106,41,740,0,2024-11-01,0
L003286,Retail,S,31933.84,0.186,42,705,1,2022-03-01,0
L003287,SME,W,24509.09,0.089,7,626,0,2024-12-01,0
L003288,SME,MW,24496.09,0.066,51,608,0,2023-03-01,0
L003289,Retail,W,50024.42,0.061,37,797,0,2022-04-01,0
L003290,SME,NE,13757.81,0.12,35,560,1,2023-09-01,0
L003291,SME,W,42753.36,0.177,54,719,1,2024-02-01,0
L003292,Retail,MW,49491.4,0.196,26,752,0,2022-10-01,1
L003293,Retail,MW,30206.55,0.187,48,804,1,2023-08-01,0
L003294,Retail,NE,11117.39,0.16,50,727,0,2022-09-01,0
L003295,Retail,MW,22071.32,0.16,59,699,1,2024-11-01,1
L003296,Retail,MW,19341.19,0.072,19,743,0,2024-02-01,0
L003297,SME,S,20393.96,0.131,54,626,1,2022-05-01,0
L003298,Retail,NE,23949.35,0.176,23,707,1,2024-05-01,0
L003299,Retail,W,55418.19,0.19,13,808,0,2022-09-01,0
L003300,Retail,MW,26294.45,0.136,40,671,1,2024-09-01,0
L003301,Retail,MW,32780.19,0.172,57,742,1,2023-03-01,0
L003302,Retail,S,79032.56,0.145,29,764,1,2023-10-01,1
L003303,Retail,MW,42957.24,0.098,48,574,1,2022-08-01,0
L003304,Retail,W,25630.37,0.201,7,720,0,2024-02-01,0
L003305,Retail,NE,20082.81,0.167,25,693,1,2024-11-01,0
L003306,Retail,S,33940.71,0.088,14,746,0,2024-12-01,0
